"numProiezione","numFila","numPosto","dataVendita","prezzo"
"964","La Storia di Don Giovanni","2006","199","inglese"
"965","Il Favoloso Mondo di Amélie","2019","105","inglese"
"966","Il Segreto del Deserto","2024","167","italiano"
"967","Il Figlio di Frankenstein","2003","103","italiano"
"968","Aladdin","1998","140","italiano"
"969","Il Silenzio degli Innocenti","2004","192","inglese"
"970","La Ragazza del Ragno","1990","181","italiano"
"971","Il Segreto del Tuono","2013","190","italiano"
"972","La Storia del Sole","2008","126","italiano"
"973","La Leggenda del Sindaco","2023","170","inglese"
"974","La Ragazza del Santo","2018","146","inglese"
"975","La Ragazza del Ragno","2013","177","inglese"
"976","Il Ragazzo di Robin","2023","154","inglese"
"977","Il Segreto del Destino","1991","176","inglese"
"978","The Lion King","2001","118","inglese"
"979","La Ragazza del Corsaro","2020","146","inglese"
"980","La Figlia della Guerra","1993","181","inglese"
"981","La Ragazza del Vento","2016","134","italiano"
"982","La Ragazza di Lola","2019","146","italiano"
"983","Il Segreto di Jake","2007","152","inglese"
"984","Il Segreto del Vichingo","2020","183","inglese"
"985","La Ragazza di Jemmy","2001","163","inglese"
"986","La Ragazza del Falco","2024","102","italiano"
"987","Il Segreto di Babbo Natale","2014","127","inglese"
"988","La Ragazza di Orso","1995","175","italiano"
"989","Pulp Fiction","1995","183","inglese"
"990","Interstellar","2005","168","italiano"
"991","American Beauty","2022","128","italiano"
"992","Il Gladiatore","1992","154","italiano"
"993","La Storia di Pinocchio","2003","176","italiano"
"994","La Storia di Pinocchio","2000","170","inglese"
"995","Il Grande Lebowski","1994","113","italiano"
"996","La La Land","1991","186","inglese"
"997","Il Segreto di Noè","1991","142","inglese"
"998","E.T. l'Extraterrestre","2024","145","italiano"
"999","Il Favoloso Mondo di Amélie","2004","117","inglese"
"1000","Il Gladiatore","2023","165","italiano"
"numProiezione","sala","film_proiettato","data","ora"
"4","818","431","2024-05-01","15:33:00"
"5","925","768","2023-06-09","19:56:00"
"7","956","205","2024-01-01","18:03:00"
"8","912","285","2023-07-18","21:34:00"
"9","629","838","2024-03-10","16:37:00"
"10","50","302","2024-02-15","16:45:00"
"11","663","777","2024-01-06","14:14:00"
"12","986","617","2024-02-10","15:29:00"
"13","328","474","2023-08-18","12:15:00"
"14","506","887","2023-08-27","17:52:00"
"15","142","20","2023-07-01","18:35:00"
"16","400","877","2024-04-21","13:57:00"
"17","143","605","2024-03-13","20:32:00"
"18","989","523","2024-02-24","16:00:00"
"20","384","527","2023-09-01","16:04:00"
"21","123","345","2024-04-10","16:11:00"
"22","735","543","2023-11-05","15:42:00"
"23","481","341","2023-08-27","20:40:00"
"24","133","601","2024-01-27","21:33:00"
"25","444","98","2024-01-21","12:30:00"
"26","568","398","2023-10-26","12:29:00"
"27","899","312","2023-11-15","18:59:00"
"28","13","446","2024-02-14","22:30:00"
"29","924","364","2023-10-16","19:28:00"
"30","786","776","2023-12-18","15:12:00"
"31","983","189","2023-06-24","22:13:00"
"32","406","809","2024-02-29","19:16:00"
"33","930","289","2024-04-24","13:20:00"
"34","321","399","2024-02-14","12:27:00"
"35","215","87","2023-10-01","18:14:00"
"37","327","215","2024-03-16","10:49:00"
"38","8","640","2023-08-10","13:49:00"
"39","891","992","2024-02-10","20:33:00"
"40","917","115","2024-03-11","13:59:00"
"41","719","509","2023-08-10","21:18:00"
"42","539","729","2024-01-12","17:59:00"
"43","471","126","2023-09-11","21:05:00"
"44","840","883","2023-10-26","20:26:00"
"45","488","477","2023-11-18","19:20:00"
"46","707","510","2024-03-04","15:44:00"
"47","732","973","2023-06-19","22:52:00"
"48","156","217","2023-12-05","12:14:00"
"49","950","263","2023-09-24","13:09:00"
"50","224","617","2023-12-25","20:14:00"
"51","947","89","2023-05-26","19:42:00"
"52","156","953","2023-07-13","21:29:00"
"53","446","119","2023-07-10","15:16:00"
"54","914","175","2023-12-16","14:06:00"
"55","419","959","2023-11-16","13:40:00"
"56","239","437","2024-05-03","21:46:00"
"57","282","579","2023-06-18","14:42:00"
"58","646","187","2023-07-17","21:22:00"
"59","978","682","2024-02-07","12:41:00"
"60","977","488","2023-10-03","22:03:00"
"61","145","912","2023-12-11","18:40:00"
"62","213","141","2023-09-04","20:21:00"
"63","158","584","2023-07-05","22:39:00"
"64","630","978","2023-08-12","22:47:00"
"65","970","326","2023-07-25","10:24:00"
"66","898","964","2023-09-11","15:30:00"
"67","539","584","2023-11-12","16:36:00"
"68","843","562","2023-07-14","10:08:00"
"69","865","737","2023-11-02","10:53:00"
"70","135","203","2023-11-06","20:05:00"
"71","64","975","2024-01-15","16:10:00"
"72","534","29","2023-12-09","19:55:00"
"73","990","28","2023-11-01","10:39:00"
"74","951","613","2023-11-06","12:24:00"
"75","901","320","2023-11-30","19:40:00"
"76","44","764","2023-07-26","17:38:00"
"77","643","514","2023-08-30","14:14:00"
"78","69","291","2023-08-04","10:11:00"
"79","733","754","2023-10-22","14:29:00"
"80","93","382","2023-07-17","17:06:00"
"81","667","999","2023-08-22","13:06:00"
"82","711","821","2023-09-24","17:36:00"
"83","259","436","2023-08-17","16:55:00"
"84","366","145","2023-11-26","15:10:00"
"85","129","830","2024-01-16","20:35:00"
"86","925","823","2023-12-31","18:53:00"
"87","863","956","2024-02-24","11:38:00"
"88","619","764","2024-04-10","16:00:00"
"89","315","994","2024-01-09","20:29:00"
"90","860","290","2023-10-17","16:50:00"
"91","406","133","2023-09-16","16:50:00"
"92","850","871","2024-02-14","21:52:00"
"93","24","995","2024-04-14","21:40:00"
"94","673","691","2023-06-20","15:40:00"
"95","684","418","2023-06-03","15:33:00"
"96","829","659","2023-11-09","13:15:00"
"97","83","349","2023-11-18","14:49:00"
"98","184","943","2024-04-01","20:32:00"
"99","293","799","2023-09-15","18:51:00"
"100","779","247","2024-03-01","13:48:00"
"101","393","262","2024-03-11","17:10:00"
"102","223","556","2024-04-22","14:49:00"
"103","461","525","2024-03-29","15:47:00"
"104","395","459","2023-10-29","22:16:00"
"105","517","538","2023-11-20","12:32:00"
"106","759","968","2023-05-30","13:06:00"
"107","170","371","2023-05-18","18:29:00"
"108","60","117","2024-04-15","12:32:00"
"109","850","408","2024-05-01","15:30:00"
"110","882","468","2023-12-29","14:05:00"
"111","392","229","2023-07-22","10:31:00"
"112","608","970","2023-06-04","16:11:00"
"113","897","569","2023-10-17","14:47:00"
"114","550","469","2024-04-29","11:49:00"
"115","170","842","2024-04-07","19:16:00"
"116","525","639","2023-12-21","11:04:00"
"117","738","126","2023-07-21","10:55:00"
"118","730","500","2023-05-16","17:45:00"
"119","420","663","2024-02-26","17:20:00"
"120","973","300","2023-06-30","11:26:00"
"121","65","425","2023-12-24","13:30:00"
"122","462","236","2024-05-04","10:42:00"
"123","251","58","2023-10-01","22:49:00"
"124","387","78","2023-10-25","18:01:00"
"125","940","917","2023-05-14","14:25:00"
"126","842","874","2024-01-08","11:39:00"
"127","822","951","2024-04-24","12:30:00"
"128","781","46","2024-02-24","22:51:00"
"129","70","316","2024-03-21","13:36:00"
"130","33","67","2023-06-14","13:52:00"
"131","390","501","2023-09-13","22:26:00"
"132","983","522","2024-01-12","10:59:00"
"133","708","913","2023-08-11","18:32:00"
"134","374","659","2023-08-14","12:57:00"
"135","606","317","2023-11-11","11:19:00"
"136","281","861","2023-06-26","16:46:00"
"137","610","490","2024-02-14","19:48:00"
"138","444","317","2023-12-20","16:28:00"
"139","972","525","2023-10-30","11:26:00"
"140","888","631","2023-09-16","17:36:00"
"141","250","231","2024-01-21","21:11:00"
"142","904","343","2023-07-14","20:38:00"
"143","463","412","2023-10-21","16:44:00"
"144","813","237","2023-05-20","12:19:00"
"145","705","344","2023-05-26","19:22:00"
"146","683","479","2023-10-12","11:40:00"
"147","73","714","2024-02-22","17:13:00"
"148","763","734","2023-09-05","11:05:00"
"149","568","212","2023-06-30","20:09:00"
"150","814","275","2023-07-08","12:47:00"
"151","492","328","2023-05-19","20:38:00"
"152","190","645","2023-06-24","16:56:00"
"153","206","835","2023-05-19","14:54:00"
"154","67","600","2023-05-29","18:02:00"
"155","683","419","2023-08-15","12:05:00"
"156","777","691","2023-10-06","20:42:00"
"157","672","503","2023-12-26","19:30:00"
"158","109","539","2024-02-16","14:09:00"
"159","427","295","2023-11-19","13:38:00"
"160","681","864","2023-10-23","22:35:00"
"161","603","451","2023-11-09","18:56:00"
"162","964","978","2023-11-21","11:36:00"
"163","208","310","2024-02-20","16:21:00"
"164","80","933","2023-12-18","19:53:00"
"165","638","844","2023-06-06","10:49:00"
"166","701","367","2023-11-01","21:03:00"
"167","972","997","2023-05-12","13:47:00"
"168","631","594","2024-02-03","12:35:00"
"169","637","613","2024-03-28","16:52:00"
"170","666","296","2024-04-11","11:44:00"
"171","24","47","2023-11-13","12:08:00"
"172","140","687","2023-11-29","13:13:00"
"173","74","995","2023-11-27","14:38:00"
"174","837","252","2023-05-10","11:51:00"
"175","452","667","2024-02-07","11:51:00"
"176","74","971","2024-02-23","11:38:00"
"177","303","822","2023-10-02","20:01:00"
"178","77","604","2023-08-29","19:47:00"
"179","440","658","2024-04-08","15:41:00"
"180","24","81","2024-04-20","13:40:00"
"181","973","243","2023-10-19","16:49:00"
"182","463","828","2023-08-28","16:34:00"
"183","381","412","2023-08-04","10:10:00"
"184","585","186","2023-11-05","12:42:00"
"185","512","910","2023-08-15","13:23:00"
"186","518","14","2024-02-12","20:41:00"
"187","869","342","2023-11-27","22:44:00"
"188","133","131","2023-09-03","11:00:00"
"189","951","801","2023-07-24","12:42:00"
"190","413","674","2023-11-21","22:50:00"
"191","384","824","2023-06-04","19:27:00"
"192","224","713","2024-04-28","21:42:00"
"193","154","953","2023-09-06","14:04:00"
"194","370","442","2024-01-22","18:17:00"
"195","376","162","2023-07-06","11:37:00"
"196","920","626","2024-03-17","14:32:00"
"197","350","914","2024-04-17","19:23:00"
"198","687","235","2023-12-01","19:59:00"
"199","356","219","2024-04-17","18:16:00"
"200","251","662","2024-04-15","11:36:00"
"201","127","848","2023-09-04","20:50:00"
"202","79","479","2023-08-16","21:22:00"
"203","271","324","2023-06-18","16:28:00"
"204","616","599","2023-07-15","20:09:00"
"205","223","148","2023-11-22","20:47:00"
"206","870","201","2023-11-06","10:40:00"
"207","695","603","2024-03-29","17:51:00"
"208","265","346","2023-09-12","16:02:00"
"209","630","171","2023-08-23","10:22:00"
"210","349","546","2024-03-25","15:32:00"
"211","537","306","2023-10-01","19:31:00"
"212","503","43","2023-12-06","18:25:00"
"213","363","974","2024-01-19","10:17:00"
"214","430","790","2023-05-13","10:00:00"
"215","996","153","2024-01-15","21:00:00"
"216","333","938","2023-09-07","20:28:00"
"217","673","513","2023-09-26","13:09:00"
"218","97","399","2024-01-14","10:46:00"
"219","541","643","2023-05-16","15:42:00"
"220","483","366","2023-10-05","21:40:00"
"221","428","790","2023-09-04","21:58:00"
"222","5","339","2023-08-08","12:10:00"
"223","47","491","2023-07-28","10:35:00"
"224","806","533","2023-09-23","10:29:00"
"225","81","350","2023-12-26","19:55:00"
"226","172","522","2024-02-04","20:39:00"
"227","834","141","2023-10-13","12:56:00"
"228","444","510","2023-06-04","14:07:00"
"229","287","363","2023-09-11","10:40:00"
"230","242","725","2023-05-17","17:29:00"
"231","664","981","2024-01-12","22:37:00"
"232","800","376","2023-10-26","18:24:00"
"233","161","479","2023-10-15","22:26:00"
"234","66","360","2023-07-02","22:07:00"
"235","562","77","2024-02-17","18:37:00"
"236","158","221","2024-03-06","13:15:00"
"237","515","211","2023-06-03","13:37:00"
"238","320","545","2023-06-25","11:21:00"
"239","968","371","2023-05-10","20:11:00"
"240","502","746","2024-04-20","20:56:00"
"241","895","900","2023-11-25","17:17:00"
"242","192","467","2023-12-19","10:50:00"
"243","250","877","2023-05-19","21:43:00"
"244","520","830","2024-02-14","19:13:00"
"245","481","445","2024-04-29","21:37:00"
"246","508","154","2024-01-30","21:13:00"
"247","503","985","2024-02-05","15:38:00"
"248","649","674","2024-04-21","20:55:00"
"249","549","901","2023-11-20","13:11:00"
"250","269","822","2023-12-19","21:42:00"
"251","873","92","2023-11-06","16:39:00"
"252","578","366","2024-04-15","22:31:00"
"253","366","724","2024-04-22","13:39:00"
"254","185","416","2024-03-10","21:23:00"
"255","483","617","2024-01-31","20:08:00"
"256","801","176","2024-04-20","12:55:00"
"257","370","943","2024-01-30","22:34:00"
"258","469","524","2023-07-30","16:51:00"
"259","928","951","2024-04-17","20:51:00"
"260","34","631","2023-06-20","12:48:00"
"261","165","837","2023-10-29","21:13:00"
"262","214","844","2023-08-28","18:46:00"
"263","67","347","2023-10-04","12:47:00"
"264","104","226","2023-11-26","21:40:00"
"265","484","653","2024-01-28","14:54:00"
"266","852","263","2024-03-27","19:31:00"
"267","509","597","2023-06-14","17:28:00"
"268","148","833","2023-11-25","11:12:00"
"269","50","719","2023-07-08","21:33:00"
"270","7","891","2024-02-12","20:33:00"
"271","698","652","2024-04-19","15:34:00"
"272","742","176","2024-02-11","14:52:00"
"273","828","237","2024-04-16","20:11:00"
"274","860","543","2023-06-26","22:20:00"
"275","872","419","2024-01-15","14:03:00"
"277","201","552","2023-09-08","21:51:00"
"278","9","471","2023-08-15","21:55:00"
"279","832","550","2024-04-25","19:03:00"
"280","936","756","2023-11-09","20:07:00"
"281","839","98","2024-02-11","11:37:00"
"282","869","745","2023-12-09","22:18:00"
"283","829","451","2024-03-26","22:41:00"
"284","657","35","2023-06-26","13:13:00"
"285","791","739","2024-02-22","18:51:00"
"286","162","813","2023-11-07","18:56:00"
"287","982","267","2023-08-10","16:12:00"
"288","726","73","2023-10-28","11:06:00"
"289","361","926","2023-09-13","14:58:00"
"290","689","973","2023-10-15","21:05:00"
"291","740","227","2023-10-08","16:07:00"
"292","671","972","2024-01-07","17:35:00"
"293","805","655","2024-02-28","16:03:00"
"294","475","607","2023-10-21","10:42:00"
"295","72","596","2023-12-05","21:48:00"
"296","545","841","2023-12-06","20:53:00"
"297","205","250","2024-04-02","15:56:00"
"298","639","421","2023-08-09","21:19:00"
"299","275","699","2024-03-13","22:31:00"
"300","824","587","2024-03-19","18:39:00"
"301","853","425","2023-07-27","14:18:00"
"302","176","249","2023-06-08","11:35:00"
"303","603","440","2024-02-15","15:45:00"
"304","836","413","2023-10-27","19:20:00"
"305","213","778","2023-11-03","21:45:00"
"306","185","378","2023-10-13","10:20:00"
"307","562","715","2023-11-26","17:09:00"
"308","517","227","2024-02-15","21:25:00"
"309","280","419","2023-05-20","18:34:00"
"310","115","632","2024-01-31","12:25:00"
"311","931","249","2023-11-13","17:30:00"
"312","843","213","2024-01-26","22:02:00"
"313","880","810","2023-12-18","16:37:00"
"314","31","246","2023-05-31","17:15:00"
"315","240","94","2023-11-26","17:21:00"
"316","672","8","2024-02-09","11:28:00"
"317","516","926","2024-01-31","17:38:00"
"318","163","121","2024-01-01","20:38:00"
"319","823","478","2024-04-10","12:10:00"
"320","854","960","2023-12-19","15:27:00"
"321","271","757","2023-09-16","20:18:00"
"322","180","123","2023-10-01","20:55:00"
"323","698","589","2024-03-01","19:00:00"
"324","787","972","2023-05-08","10:09:00"
"325","876","500","2024-01-06","16:48:00"
"326","447","377","2023-12-20","10:08:00"
"327","22","872","2024-02-22","21:16:00"
"328","693","504","2023-06-16","16:14:00"
"329","805","855","2023-07-15","22:29:00"
"330","680","245","2023-07-12","12:59:00"
"331","581","666","2023-10-04","18:21:00"
"332","350","396","2024-01-24","14:19:00"
"333","94","867","2024-04-24","18:18:00"
"334","956","804","2024-01-27","18:46:00"
"335","841","174","2024-04-13","10:15:00"
"336","166","253","2024-02-19","17:21:00"
"338","496","947","2024-01-12","20:31:00"
"339","976","158","2023-05-24","13:04:00"
"340","939","27","2023-10-26","10:33:00"
"341","671","647","2024-03-09","11:57:00"
"342","378","724","2024-02-23","15:53:00"
"343","9","606","2023-10-07","16:02:00"
"344","642","434","2023-10-10","22:33:00"
"345","176","711","2024-04-12","14:05:00"
"346","766","594","2024-03-07","18:08:00"
"347","795","575","2023-12-13","10:48:00"
"348","722","387","2023-08-01","10:07:00"
"349","361","419","2023-11-14","14:51:00"
"350","16","821","2023-08-13","21:36:00"
"351","955","563","2024-03-22","16:17:00"
"352","948","729","2023-08-15","12:56:00"
"353","388","461","2023-07-11","12:45:00"
"354","664","110","2024-02-09","22:05:00"
"355","452","447","2023-09-18","21:08:00"
"356","536","85","2023-05-13","13:36:00"
"357","473","872","2024-04-01","12:04:00"
"358","665","771","2024-02-25","11:35:00"
"359","426","469","2024-02-07","18:05:00"
"360","407","242","2023-09-16","11:19:00"
"361","81","575","2024-02-05","20:10:00"
"362","227","548","2024-03-23","12:15:00"
"363","248","356","2023-08-31","15:30:00"
"364","4","743","2023-07-25","22:38:00"
"365","621","475","2024-02-19","21:38:00"
"366","318","980","2023-11-21","15:47:00"
"367","559","208","2023-11-28","18:48:00"
"368","377","312","2023-12-05","13:17:00"
"369","31","345","2023-11-09","22:28:00"
"370","607","431","2023-08-30","18:43:00"
"371","94","772","2024-02-24","22:01:00"
"372","790","708","2023-07-11","20:04:00"
"373","24","108","2024-05-05","22:01:00"
"374","284","226","2023-07-12","18:55:00"
"375","841","887","2024-02-25","20:09:00"
"376","63","573","2023-07-10","22:04:00"
"377","20","789","2023-05-27","20:15:00"
"378","821","40","2024-03-20","13:56:00"
"379","934","404","2023-12-05","11:59:00"
"380","671","405","2024-01-30","21:27:00"
"381","806","642","2023-09-25","10:09:00"
"382","741","812","2024-04-24","17:25:00"
"383","326","218","2023-11-25","11:19:00"
"384","355","966","2023-12-18","14:08:00"
"385","13","913","2023-10-17","13:05:00"
"386","683","713","2024-02-19","17:28:00"
"387","339","958","2024-04-29","13:44:00"
"388","350","447","2024-01-08","16:51:00"
"389","463","763","2023-08-21","12:18:00"
"390","976","38","2023-11-28","17:45:00"
"391","46","386","2023-12-11","18:25:00"
"392","775","974","2024-04-23","14:04:00"
"393","779","621","2024-01-12","16:51:00"
"394","888","155","2023-12-25","20:06:00"
"395","564","851","2023-12-31","14:35:00"
"396","135","427","2023-05-13","22:04:00"
"397","257","643","2024-03-31","18:06:00"
"398","897","595","2023-09-18","22:19:00"
"399","947","538","2024-05-01","16:58:00"
"400","123","20","2023-07-01","13:43:00"
"401","552","306","2023-07-25","12:40:00"
"402","38","50","2023-06-23","17:57:00"
"403","645","292","2023-05-09","20:00:00"
"404","596","360","2024-03-02","20:49:00"
"405","848","93","2023-11-22","13:30:00"
"406","559","517","2023-11-19","12:49:00"
"407","46","788","2023-09-09","18:39:00"
"408","143","163","2023-09-21","14:25:00"
"409","620","453","2024-02-23","21:39:00"
"410","781","664","2024-03-08","22:37:00"
"411","10","851","2023-12-07","16:37:00"
"412","182","423","2024-04-08","14:59:00"
"413","215","703","2023-10-20","16:46:00"
"414","182","640","2023-10-09","17:31:00"
"415","881","486","2023-10-19","20:48:00"
"416","812","710","2023-06-07","22:47:00"
"417","19","687","2024-01-28","10:24:00"
"418","212","712","2023-11-07","18:32:00"
"419","144","812","2023-05-17","15:40:00"
"420","157","364","2023-09-18","14:13:00"
"421","745","61","2023-08-15","19:33:00"
"422","867","684","2023-11-07","11:22:00"
"423","879","751","2024-02-12","11:27:00"
"424","790","446","2023-07-04","13:49:00"
"425","196","153","2024-01-16","17:55:00"
"426","879","449","2023-07-19","22:00:00"
"427","950","904","2023-09-21","12:26:00"
"428","482","595","2023-11-20","21:01:00"
"429","545","934","2023-09-05","11:44:00"
"430","97","853","2023-07-20","15:50:00"
"431","30","18","2023-05-13","16:08:00"
"432","903","932","2024-01-27","13:43:00"
"433","588","873","2024-03-14","11:22:00"
"434","56","740","2024-03-14","21:33:00"
"435","147","690","2024-02-25","15:03:00"
"436","523","479","2024-01-20","21:09:00"
"437","987","581","2023-07-31","12:25:00"
"438","624","393","2024-01-16","20:19:00"
"439","655","470","2024-01-29","14:51:00"
"440","811","426","2024-01-07","20:46:00"
"441","76","29","2024-04-30","14:18:00"
"442","342","46","2023-08-19","21:15:00"
"443","921","376","2024-03-11","15:36:00"
"444","850","206","2023-06-30","19:57:00"
"445","756","317","2023-06-18","19:36:00"
"446","189","312","2023-12-17","17:58:00"
"447","939","28","2024-04-17","22:37:00"
"448","566","241","2023-08-14","18:52:00"
"449","884","29","2023-11-27","10:11:00"
"450","50","97","2024-04-12","13:18:00"
"451","262","200","2024-01-15","18:56:00"
"452","688","640","2024-04-06","21:16:00"
"453","442","493","2023-08-20","16:15:00"
"454","175","949","2023-11-06","15:38:00"
"455","28","809","2023-11-27","11:45:00"
"456","63","349","2024-02-26","11:14:00"
"457","261","509","2023-09-25","15:46:00"
"458","851","906","2024-04-12","21:06:00"
"459","528","270","2023-06-23","10:51:00"
"460","284","756","2024-04-19","17:41:00"
"461","442","370","2024-04-27","21:12:00"
"462","137","85","2024-04-30","17:54:00"
"463","688","892","2023-06-01","19:12:00"
"464","996","122","2024-01-20","13:45:00"
"465","173","423","2024-02-16","22:18:00"
"466","189","636","2023-07-08","20:30:00"
"467","754","171","2023-10-20","21:59:00"
"468","86","689","2023-07-13","14:46:00"
"469","688","73","2023-06-12","15:16:00"
"470","57","193","2024-03-26","16:51:00"
"471","452","982","2023-12-07","18:29:00"
"472","669","499","2023-05-18","13:52:00"
"473","787","296","2024-01-30","15:10:00"
"474","337","493","2024-03-29","14:30:00"
"475","633","756","2023-09-05","17:19:00"
"476","968","895","2024-03-12","19:25:00"
"477","979","534","2023-06-11","22:03:00"
"478","487","776","2024-01-18","11:26:00"
"479","773","674","2023-10-03","11:53:00"
"481","396","468","2023-10-26","17:41:00"
"482","373","290","2023-06-01","21:48:00"
"483","148","51","2023-10-24","18:56:00"
"484","88","750","2023-07-01","16:52:00"
"485","781","372","2023-07-11","19:27:00"
"486","744","213","2023-10-06","22:02:00"
"487","154","523","2023-12-10","12:53:00"
"488","594","533","2024-05-05","14:15:00"
"489","549","250","2023-10-13","10:32:00"
"490","77","416","2024-01-10","10:20:00"
"491","630","791","2023-09-24","21:41:00"
"492","436","547","2024-03-25","18:36:00"
"493","117","58","2023-07-07","19:51:00"
"494","722","185","2023-08-30","19:38:00"
"495","595","980","2023-12-12","21:54:00"
"496","293","267","2023-11-09","21:36:00"
"497","939","256","2023-05-26","18:10:00"
"498","646","401","2024-03-22","17:50:00"
"499","628","439","2024-01-14","13:16:00"
"500","67","920","2023-05-30","16:57:00"
"501","844","219","2023-12-13","21:32:00"
"502","900","412","2024-01-02","21:39:00"
"503","439","659","2023-06-21","19:40:00"
"504","469","815","2024-02-24","18:48:00"
"505","346","113","2024-04-07","13:15:00"
"506","528","360","2023-10-07","13:09:00"
"507","800","177","2024-05-01","16:34:00"
"508","388","512","2023-07-26","17:37:00"
"509","776","496","2023-10-27","14:03:00"
"510","629","203","2024-02-18","17:51:00"
"511","725","543","2023-06-28","20:02:00"
"512","666","649","2024-04-04","22:45:00"
"513","518","51","2023-11-27","12:47:00"
"514","586","93","2023-07-17","11:38:00"
"515","189","858","2023-09-14","17:31:00"
"516","27","145","2023-05-15","19:26:00"
"517","432","497","2024-05-05","10:38:00"
"518","191","889","2024-03-01","10:03:00"
"519","283","813","2024-01-06","14:52:00"
"520","519","25","2024-01-02","17:21:00"
"521","451","16","2023-09-23","15:24:00"
"522","842","464","2023-07-04","14:16:00"
"523","54","609","2023-09-21","13:57:00"
"524","44","334","2023-11-17","22:40:00"
"525","521","525","2023-07-26","17:12:00"
"526","876","341","2024-04-02","19:29:00"
"527","989","547","2024-04-30","11:21:00"
"528","834","549","2024-04-10","17:38:00"
"529","241","688","2023-12-15","17:05:00"
"530","116","185","2023-12-31","13:18:00"
"531","407","429","2024-02-02","11:51:00"
"532","752","390","2024-01-22","15:20:00"
"533","335","163","2023-06-30","13:24:00"
"534","191","493","2024-02-27","18:09:00"
"535","660","850","2023-11-25","22:31:00"
"536","46","335","2023-07-16","20:59:00"
"537","70","865","2024-02-22","10:09:00"
"538","232","256","2023-06-15","14:28:00"
"539","573","622","2023-07-19","11:21:00"
"540","99","954","2023-11-22","10:17:00"
"541","356","927","2023-12-19","13:42:00"
"542","882","311","2023-10-30","19:41:00"
"543","71","715","2023-07-04","18:35:00"
"544","824","890","2023-09-13","12:16:00"
"545","86","194","2024-03-21","13:06:00"
"546","303","256","2023-09-27","19:20:00"
"547","796","615","2024-03-16","21:04:00"
"548","987","183","2024-03-29","13:00:00"
"549","554","36","2024-02-14","12:06:00"
"550","441","984","2024-04-21","12:19:00"
"551","560","877","2023-05-22","17:35:00"
"552","908","898","2023-10-22","15:36:00"
"553","688","730","2023-07-18","13:50:00"
"554","762","449","2023-10-31","15:25:00"
"555","386","491","2024-03-30","17:29:00"
"556","998","414","2023-10-06","20:56:00"
"557","567","78","2023-09-18","19:39:00"
"558","720","214","2023-09-14","16:58:00"
"559","119","594","2023-08-30","14:09:00"
"560","900","234","2023-06-29","13:32:00"
"561","593","991","2024-04-25","13:56:00"
"562","315","491","2023-06-25","14:50:00"
"563","367","941","2024-01-08","16:16:00"
"564","262","272","2023-11-17","11:12:00"
"565","834","509","2023-09-09","18:34:00"
"566","993","676","2023-06-28","15:13:00"
"567","220","278","2023-09-05","18:14:00"
"568","88","557","2023-09-19","19:19:00"
"569","664","455","2024-04-30","16:22:00"
"570","305","713","2023-06-08","14:56:00"
"571","541","476","2024-04-30","16:15:00"
"572","229","741","2023-07-19","16:55:00"
"573","250","301","2023-07-05","20:49:00"
"574","249","937","2023-05-23","18:30:00"
"575","571","169","2023-09-16","20:38:00"
"576","607","220","2023-09-01","21:29:00"
"577","379","976","2023-06-23","12:30:00"
"578","788","27","2023-07-17","21:51:00"
"579","850","645","2023-10-06","11:25:00"
"580","46","22","2023-10-12","13:50:00"
"581","947","191","2023-05-12","15:56:00"
"582","531","565","2023-12-25","18:08:00"
"583","453","469","2023-06-09","11:41:00"
"584","220","144","2023-06-15","15:13:00"
"585","171","445","2024-04-27","16:14:00"
"586","215","898","2024-02-28","19:48:00"
"587","826","582","2024-04-30","18:57:00"
"588","763","483","2024-03-28","12:56:00"
"589","273","758","2023-11-30","16:40:00"
"590","953","889","2023-07-18","12:54:00"
"591","526","90","2023-08-20","14:30:00"
"592","762","384","2023-06-26","16:48:00"
"593","702","718","2023-07-03","18:40:00"
"594","328","161","2023-10-26","10:38:00"
"595","502","591","2023-06-13","12:16:00"
"596","465","691","2023-08-07","11:02:00"
"597","587","436","2024-04-22","17:51:00"
"598","730","929","2024-02-18","13:25:00"
"599","453","948","2023-05-13","19:20:00"
"600","450","806","2023-07-06","12:56:00"
"602","564","177","2024-03-02","22:03:00"
"603","147","350","2023-07-01","11:01:00"
"604","745","803","2023-09-21","17:59:00"
"605","768","957","2023-12-02","11:35:00"
"606","251","493","2024-02-14","13:00:00"
"607","93","848","2023-07-27","14:23:00"
"608","508","675","2023-09-12","17:58:00"
"609","255","249","2023-07-15","17:51:00"
"610","188","859","2024-04-14","18:10:00"
"611","20","745","2024-03-12","22:36:00"
"612","849","343","2024-02-29","14:29:00"
"613","996","754","2024-01-22","16:40:00"
"614","663","835","2024-05-05","14:27:00"
"615","59","332","2023-10-29","21:17:00"
"616","938","526","2023-05-20","10:47:00"
"617","749","760","2023-10-20","21:43:00"
"618","257","937","2023-08-25","15:55:00"
"619","633","109","2023-08-09","13:16:00"
"620","610","983","2024-01-27","13:06:00"
"621","755","671","2023-12-15","10:36:00"
"622","744","403","2023-10-04","19:42:00"
"623","978","60","2023-10-01","12:07:00"
"624","510","19","2024-05-05","12:28:00"
"625","461","671","2024-02-25","12:14:00"
"626","39","185","2023-10-29","12:01:00"
"627","748","681","2024-03-26","22:53:00"
"628","606","857","2023-09-26","20:38:00"
"629","36","871","2023-08-07","22:14:00"
"630","756","805","2023-05-19","20:12:00"
"631","583","245","2024-02-16","10:47:00"
